product,original_price,selling_price,category,source,rating,main_category,discount,price_range
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",4999.0,1599.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.0,Electronics,68.01360272054411,Mid-Range
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Charcoal",1699.0,1324.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Amazon,4.0,Electronics,22.07180694526192,Mid-Range
"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",29990.0,20999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,29.97999333111037,Luxury
MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - White,1999.0,999.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.3,Electronics,50.025012506253134,Economy
"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",15990.0,12490.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,21.88868042526579,Luxury
"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",21990.0,17999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,18.149158708503865,Luxury
"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold",1630.0,1399.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Amazon,4.0,Electronics,14.171779141104293,Mid-Range
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Deep Blue)",6990.0,1499.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.9,Electronics,78.55507868383404,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2(Caribbean Green)",7990.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.8,Electronics,74.98122653316645,Mid-Range
Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack (Sensor Protection),2899.0,999.0,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",Amazon,4.7,Electronics,65.53984132459469,Economy
"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",5999.0,2099.0,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,Amazon,4.3,Electronics,65.01083513918987,Mid-Range
"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartphones(Black)",699.0,337.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,Amazon,4.2,Electronics,51.78826895565093,Budget
"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling with Ultra-Seamless BT Calling Chip,20 Built-In Watch Faces,100 + Sports Modes,Menu Personalization,In-Built Games(Charcoal Black)",7990.0,2999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.1,Electronics,62.46558197747184,Premium
"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Color Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Fitness Trackers & IP68 Waterproof (Pink)",5999.0,1299.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.3,Electronics,78.34639106517753,Mid-Range
"iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",20990.0,16499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,21.395902810862317,Luxury
Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphones With Mic With Remote Note (White),499.0,499.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.2,Electronics,0.0,Budget
Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro - 2 Pack (Sensor Protection),2899.0,999.0,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",Amazon,4.6,Electronics,65.53984132459469,Economy
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",13499.0,10499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,22.22386843469887,Luxury
"SWAPKART Flexible Mobile Tabletop Stand, Metal Built, Heavy Duty Foldable Lazy Bracket Clip Mount Multi Angle Clamp for All Smartphones (Pack of 1), Multi Color",999.0,251.0,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,Amazon,3.7,Electronics,74.87487487487488,Budget
"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",7999.0,6499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,18.752344043005376,Luxury
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",9999.0,2999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.2,Electronics,70.00700070007001,Premium
Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (TPU + Polycarbonate | Crystal Transparent),1499.0,279.0,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,Amazon,4.2,Electronics,81.38759172781855,Budget
"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",1499.0,269.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,4.5,Electronics,82.05470313542361,Budget
"Tecno Spark 9 (Sky Mirror, 6GB RAM,128GB Storage) | 11GB Expandable RAM | Helio G37 Gaming Processor",13499.0,8999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,3.8,Electronics,33.3358026520483,Luxury
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Red)",1299.0,599.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.1,Electronics,53.88760585065435,Economy
"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",999.0,349.0,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,Amazon,3.8,Electronics,65.06506506506507,Budget
"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (White)",999.0,349.0,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,Amazon,3.8,Electronics,65.06506506506507,Budget
Mi 10W Wall Charger for Mobile Phones with Micro USB Cable (Black),599.0,499.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.2,Electronics,16.69449081803005,Budget
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",499.0,95.0,Electronics|Mobiles&Accessories|MobileAccessories|Décor,Amazon,4.2,Electronics,80.96192384769539,Budget
"FLiX (Beetel) USB to Type C PVC Data Sync & 2A Smartphone Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for USB Type C Devices Black XCD-C12",249.0,139.0,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,Amazon,4.0,Computers&Accessories,44.17670682730924,Budget
"Noise ColorFit Pro 4 Alpha Bluetooth Calling Smart Watch with 1.78 AMOLED Display, Tru Sync, 60hz Refresh Rate, instacharge, Gesture Control, Functional 360 Digital Crown (Jet Black)",7999.0,4499.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.5,Electronics,43.75546943367921,Premium
Elv Mobile Phone Mount Tabletop Holder for Phones and Tablets - Black,599.0,89.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,4.3,Electronics,85.14190317195326,Budget
"iQOO Z6 44W by vivo (Raven Black, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",20999.0,15499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,26.191723415400737,Luxury
"Redmi 11 Prime 5G (Meadow Green, 4GB RAM 64GB ROM) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",15999.0,13999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,3.9,Electronics,12.500781298831177,Luxury
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Rose Pink",4999.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.9,Electronics,60.01200240048009,Mid-Range
"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Health/Fitness Trackers & IP68 Waterproof (Black)",5999.0,1399.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.3,Electronics,76.67944657442906,Mid-Range
Portronics CLAMP X Car-Vent Mobile Holder 360 Degree Rotational(Black),999.0,599.0,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,Amazon,4.0,Electronics,40.04004004004004,Economy
"pTron Volta Dual Port 12W Smart USB Charger Adapter, Multi-Layer Protection, Made in India, BIS Certified, Fast Charging Power Adaptor Without Cable for All iOS & Android Devices (Black)",1099.0,199.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.0,Electronics,81.8926296633303,Budget
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",6990.0,1799.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.0,Electronics,74.26323319027182,Mid-Range
"boAt Wave Lite Smartwatch with 1.69 Inches(4.29cm) HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Scarlet Red)",6990.0,1499.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.9,Electronics,78.55507868383404,Mid-Range
"iQOO Z6 Pro 5G by vivo (Phantom Dusk, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",29990.0,20999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,29.97999333111037,Luxury
"Samsung Galaxy M32 Prime Edition (Light Blue, 4GB RAM, 64GB)",13499.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,3.703978072449811,Luxury
"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",20999.0,16999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,19.04852612029144,Luxury
"iQOO Z6 Pro 5G by vivo (Legion Sky, 6GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",27990.0,19999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,28.549481957842087,Luxury
"Redmi Note 11 (Horizon Blue, 6GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",18999.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,31.580609505763462,Luxury
"Noise Pulse 2 Max Advanced Bluetooth Calling Smart Watch with 1.85'' TFT and 550 Nits Brightness, Smart DND, 10 Days Battery, 100 Sports Mode, Smartwatch for Men and Women - (Jet Black)",5999.0,2999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.1,Electronics,50.00833472245374,Premium
Myvn 30W Warp/20W Dash Charging Usb Type C Charger Cable Compatible For Cellular Phones Oneplus 8T 8 8Pro 7 Pro / 7T / 7T Pro Nord And Oneplus 3 / 3T / 5 / 5T / 6 / 6T / 7,999.0,329.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.2,Electronics,67.06706706706707,Budget
"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Color Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Fitness Trackers & IP68 Waterproof (Blue)",5999.0,1299.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.3,Electronics,78.34639106517753,Mid-Range
"SanDisk Ultra® microSDXC™ UHS-I Card, 256GB, 150MB/s R, 10 Y Warranty, for Smartphones",3500.0,1989.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.4,Electronics,43.17142857142857,Mid-Range
"Redmi Note 11 (Space Black, 6GB RAM, 64GB Storage) | 90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",18999.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,31.580609505763462,Luxury
Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display (Deep Wine),4999.0,1499.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.0,Electronics,70.01400280056012,Mid-Range
"Redmi Note 11T 5G (Aquamarine Blue, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers| Get 2 Months of YouTube Premium Free!",20999.0,16999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,19.04852612029144,Luxury
"Newly Launched Boult Dive+ with 1.85"" HD Display, Bluetooth Calling Smartwatch, 500 Nits Brightness, 7 Days Battery Life, 150+ Watch Faces, 100+ Sport Modes, IP68 Waterproof Smart Watch (Jet Black)",8499.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.3,Electronics,76.47958583362748,Mid-Range
"OnePlus Nord Watch with 1.78” AMOLED Display, 60 Hz Refresh Rate, 105 Fitness Modes, 10 Days Battery, SPO2, Heart Rate, Stress Monitor, Women Health Tracker & Multiple Watch Face [Midnight Black]",6999.0,4999.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.8,Electronics,28.575510787255322,Premium
"Noise Agile 2 Buzz Bluetooth Calling Smart Watch with 1.28"" TFT Display,Dual Button,in-Built Mic & Speaker,AI Voice Assistant, Health Suite,in-Built Games, 100 Watch Faces-(Jet Black)",5999.0,2499.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.7,Electronics,58.343057176196034,Mid-Range
"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Dark Blue",1630.0,1399.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Amazon,4.0,Electronics,14.171779141104293,Mid-Range
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces ( Silver )",9999.0,1499.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.2,Electronics,85.00850085008501,Mid-Range
"Flix (Beetel) Bolt 2.4 12W Dual USB Smart Charger, Made in India, Bis Certified, Fast Charging Power Adaptor with 1 Meter USB to Type C Cable for Cellular Phones (White)(Xwc-64D)",599.0,249.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,3.9,Electronics,58.43071786310517,Budget
Kyosei Advanced Tempered Glass Compatible with Google Pixel 6a with Military-Grade Anti-Explosion Edge-to-Edge Coverage Screen Protector Guard,1199.0,299.0,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",Amazon,4.5,Electronics,75.0625521267723,Budget
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (Black)",499.0,79.0,Electronics|Mobiles&Accessories|MobileAccessories|Décor,Amazon,4.2,Electronics,84.16833667334669,Budget
"Redmi 11 Prime 5G (Thunder Black, 4GB RAM, 64GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",15999.0,13999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,3.9,Electronics,12.500781298831177,Luxury
"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black",999.0,949.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.2,Electronics,5.005005005005005,Economy
"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",499.0,99.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,4.1,Electronics,80.16032064128257,Budget
"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling Ultra-Seamless BT Calling Chip, 20 Built-in Watch Faces, 100 + Sports Modes, Menu Personalization, in-Built Games(Cherry Blossom)",7990.0,2499.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.1,Electronics,68.72340425531915,Mid-Range
"WeCool B1 Mobile Holder for Bikes or Bike Mobile Holder for Maps and GPS Navigation, one Click Locking, Firm Gripping, Anti Shake and Stable Cradle Clamp with 360° Rotation Bicycle Phone Mount",1999.0,689.0,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|HandlebarMounts,Amazon,4.3,Electronics,65.5327663831916,Economy
"Sounce 360 Adjustable Mobile Phone Holder, Universal Phone Holder Clip Lazy Bracket Flexible Gooseneck Clamp Long Arms Mount for Mobile Tabletop Stand for Bedroom, Office, Bathroom, White",1899.0,499.0,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,Amazon,4.1,Electronics,73.72301211163771,Budget
OpenTech® Military-Grade Tempered Glass Screen Protector Compatible for iPhone 13/13 Pro / 14 with Edge to Edge Coverage and Easy Installation kit (6.1 Inches),999.0,299.0,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",Amazon,4.3,Electronics,70.07007007007007,Budget
"EN LIGNE Adjustable Cell Phone Stand, Foldable Portable Phone Stand Phone Holder for Desk, Desktop Tablet Stand Compatible with Mobile Phone/iPad/Tablet (Black)",499.0,209.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,3.6,Electronics,58.116232464929865,Budget
"Tecno Spark 8T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP AI Camera | 7GB Expandable RAM",12999.0,8499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,34.618047542118624,Luxury
"URBN 20000 mAh Lithium_Polymer 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo)",3999.0,2179.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.0,Electronics,45.511377844461116,Mid-Range
"Redmi Note 11T 5G (Stardust White, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",20999.0,16999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,19.04852612029144,Luxury
"OnePlus 10T 5G (Moonstone Black, 8GB RAM, 128GB Storage)",49999.0,44999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,10.00020000400008,Luxury
